title,appeared,type,lastActivity,repos,country
emberjs-framework,2011,framework,2022,0,United States
Uno,2002,pl,2022,37,World
Futhark,2013,pl,2022,107,Denmark
CSON,2011,dataNotation,2022,2,Australia
JSON-stat,2011,jsonFormat,2022,0,Spain
ALGOL 58,1958,pl,2004,0,World
QR code,1994,barCodeFormat,1994,0,Japan
JAI,2014,pl,2022,0,Various
Nial,1981,pl,2001,0,Canada
mochajs,2011,library,2022,0,Denmark and Republic of Korea and United States and Switzerland
Godot,2014,library,2022,0,Various
S3,1986,pl,2007,0,United Kingdom
CodeQL,2018,queryLanguage,2022,25,World
Yoix,2000,pl,2005,0,World
Vcpkg,2016,packageManager,2022,0,World
Bazel,2015,application,2022,0,United States
mgmt,2015,pl,2022,0,Canada
Varnish Configuration Language,2006,application,2017,428,World
Simple Binary Encoding,2013,pl,2023,0,World
Felix,2001,pl,2022,0,Australia
Ext3,2001,filesystem,2002,0,United States
kaitai,2016,idl,2022,0,Various
MBASIC,1983,pl,2004,0,World
Troff,1973,textMarkup,2001,0,United States
JavaCC,1996,grammarLanguage,2018,0,United States
FLOW-MATIC,1955,pl,2002,0,United States
mustache,2009,template,2022,616,United States and France and Portugal and Croatia
Roslyn compiler,2009,compiler,2022,0,World
Slope,2021,pl,2021,0,United States
NetLinx,2007,pl,2018,25,United States
Concise Encoding,2018,dataNotation,2022,0,Czech Republic and Germany
blockml,2014,textMarkup,2022,0,Germany
Jakt,2022,pl,2022,0,Various
BNF,1956,grammarLanguage,1956,0,United States
Shapefile,1995,binaryDataFormat,2005,0,World
chatterbot,2014,library,2022,0,United States
Fuzzy Markup Language,2004,xmlFormat,2012,0,Italy
Project Jupyter,2014,editor,2022,0,Various
USB,1996,standard,1996,0,World
P4,2014,pl,2022,38,United States
Nushell,2019,pl,2022,0,Ecuador
FIGlet Font,1991,application,2018,0,Unknown
Curl,1998,pl,2022,0,United States
Visual Prolog,1996,pl,2018,0,World
GML,1969,xmlFormat,2005,0,United States
Aldor,1990,pl,2022,0,United Kingdom
micro-editor,2016,editor,2022,0,United States
mavo,2015,template,2022,0,United States
Mathcad,1986,pl,2005,0,United States
Joy,2001,pl,2003,0,Australia
QMake,2002,pl,2007,17519,Finland
ProvideX,1992,pl,2005,0,Canada
dgraph,2015,application,2022,0,United States
XProc,1990,pl,2018,223,World
Cobra,2006,pl,2022,0,United States
jasmine,2008,library,2022,0,United States
onnx,2017,binaryDataFormat,2022,0,United States
HDMI,2002,standard,2002,0,United States
Apache Hbase,2008,application,2022,0,World
Cyclone,2001,pl,2002,0,United States
Lisaac,2003,pl,2003,0,France
Tiny C Compiler,2001,compiler,2022,0,World
SymPy,2007,library,2022,0,World
UTC,1960,timeFormat,1960,0,World
Advanced Message Queuing Protocol,2003,protocol,2006,0,World
Scoop,2013,packageManager,2022,0,World
Pick operating system,1970,os,2004,0,United States
TI MSP430,2009,isa,2009,0,World
PgBouncer,2007,application,2022,0,unknown
LookML,2012,pl,2018,185,World
Asymptote,2004,application,2005,25,Canada
Rockstar,2018,esolang,2022,0,United Kingdom
Mindsdb,2018,application,2023,0,World
JSFuck,2012,esolang,2022,0,Germany
cloc,2006,application,2022,0,United States
Angelscript,2003,pl,2018,286,World
Dojo,2005,pl,2005,0,World
Iterm2,1996,application,2022,0,World
Apex,2007,pl,2018,778,World
Triton,2021,pl,2022,0,World
Pop-11,1999,pl,2004,0,United Kingdom
Z shell,1990,pl,2022,0,United States
MQL5,2005,pl,2016,38,Russia
JMP,1989,application,2022,0,United States
GIF,1987,binaryDataFormat,1987,0,United States
Volt,2011,pl,2022,351,World
CoNLL-U,2014,application,2018,0,Various
mal,2014,interpreter,2022,0,United States
BBC BASIC,1981,pl,2002,0,United Kingdom
DisplayPort,2006,standard,2006,0,World
DM,1994,pl,2016,394,Unknown
Karel,1981,pl,2005,0,United States
JSONiq,2011,queryLanguage,2016,423,Unknown
wasmer,2018,vm,2022,0,World
Prism,2012,library,2022,0,United States and Germany
chaiscript,2009,pl,2022,0,United States and New Zealand
DIGITAL Command Language,1997,pl,2004,3829,World
capybara,2009,library,2022,0,United States
Linden Scripting Language,2003,pl,2017,397,United States
Tea,1997,pl,2015,15,World
Kubernetes,2014,application,2014,0,United States
Ant Build System,2000,application,2014,0,United States
NCAR Command Language,1994,pl,2022,64,United States
GNU Assembler,1986,compiler,2016,0,World
gridstudio-editor,2018,editor,2022,0,The Netherlands
J#,2002,pl,2004,0,United States
fay,2012,pl,2022,0,Australia and Sweden and United States
GDScript,2008,pl,2018,681,Various
F Prime,2017,library,2022,0,United States
BeanShell,1999,pl,2022,0,Various
FutureBASIC,1992,pl,2016,0,United States
Eclipse Command Language,2008,pl,2018,24,Canada
GOLD,2012,grammarLanguage,2022,0,United States
CSS Doodle,2017,pl,2022,0,Various
PowerBASIC,1989,pl,2002,0,United States
PIC,1988,textMarkup,2018,0,United States
Turbo Basic,1987,pl,2002,0,World
Kakoune,2011,editor,2022,0,Australia
ShaderLab,2000,pl,2017,1210,World
dat-protocol,2013,protocol,2022,0,Germany and United Kingdom
Filebench WML,2011,pl,2022,19,United States
Cloud Firestore Security Rules,2017,application,2018,0,United States
BPEL,2001,xmlFormat,2003,0,United States
Meson,2013,pl,2018,1153,Various
docopt,2012,pl,2022,0,Various
xsv-app,2014,application,2022,0,World
Vimwiki,2008,wikiMarkup,2022,0,World
TSV,1993,dataNotation,2005,0,World
Nix,2003,packageManager,2017,2673,The Netherlands
Dartmouth BASIC,1964,pl,2004,0,United States
sizzle,2008,queryLanguage,2022,0,World
Up-arrow notation,1976,notation,1976,0,World
RetDec,2017,decompiler,2022,0,Czech Republic
Desmos,2011,pl,2022,0,United States
MD5,1991,hashFunction,1991,0,United States
DNS Zone,2001,application,2017,0,World
4G,2013,standard,2013,0,World
edgedb,2017,database,2022,0,United States
Ext2,1993,filesystem,2002,0,United States
Gettext Catalog,1990,textMarkup,2014,650,United States
METAFONT,1977,application,2002,0,United States
StarOffice Basic,2000,pl,2012,0,World
PCRE,1997,queryLanguage,2022,0,Unknown
Creole,2007,textMarkup,2018,0,Denmark
Semantic Versioning,2011,schema,2022,0,World
UPC,2003,pl,2018,0,World
noms-db,2015,database,2022,0,United States
COLLADA,2004,application,2018,0,United States and Japan
SHA-2,2001,hashFunction,2001,0,World
Conan,2015,packageManager,2022,0,Spain
ISLISP,2007,pl,2007,0,Switzerland
htmx,2020,template,2022,0,United States
XL,2000,pl,2022,0,World
Automatically Programmed Tool,1956,pl,2006,0,United States
binaryen,2015,compiler,2022,0,Various
Harbour,1999,pl,2022,86,Various
Cryptol,2014,pl,2022,0,United States
SHA-1,1993,hashFunction,1993,0,World
Digital Visual Interface,1999,standard,1999,0,World
Rholang,2016,contractLanguage,2023,0,World
pyret,2011,pl,2022,0,United States
Network Time Protocol,1981,protocol,1985,0,United States
COMPONENT PASCAL,1997,pl,2022,132,Switzerland
zephyr-asdl,1997,grammarLanguage,1997,0,World
SQL-92,1992,pl,2005,0,World
Easybuild,2014,application,2022,0,Various
Refal,1968,pl,2022,0,United States
Yorick,1996,pl,2003,0,World
Lightweight Directory Access Protocol,1997,protocol,1997,0,United States
Mask,2012,template,2022,595,Germany
Omgrofl,2006,esolang,2021,8,Lithuania
carth,2018,pl,2022,0,Sweden
mckeeman-form,2020,grammarLanguage,2020,0,United States
Bucklescript,2010,pl,2022,0,Unknown
Telnet,1969,protocol,1969,0,World
chibicc,2019,compiler,2022,0,Singapore
Mu,2014,pl,2022,0,United States
TextMate,2004,editor,2022,0,World
CartoCSS,2010,pl,2015,341,United States
IcedCoffeeScript,2009,pl,2019,0,United States
BMP file format,2000,binaryDataFormat,2000,0,United States
Logica,2020,queryLanguage,2022,0,United States
OPL,1984,pl,2004,0,United Kingdom
Ravenscar profile,1997,pl,2012,0,United Kingdom
WML,2006,template,2017,0,World
TELCOMP,1966,pl,2004,0,World
Carbon,2020,pl,2022,0,United States
Jasmin,1997,pl,2014,204,United States
RenderScript,2011,pl,2011,407,World
Literate Agda,2009,pl,2009,0,Sweden
Tagged Image File Format,1986,binaryDataFormat,1986,0,World
JOVIAL,1960,pl,2003,0,United States
Grammar,2017,grammarLanguage,2023,0,United States and Ireland and Norway and India
SysML,2000,pl,2006,0,World
Motif,1989,pl,2017,0,United States
Zuo,2022,pl,2022,0,Various
Thymeleaf,2011,template,2011,0,World
bosque,2019,pl,2022,0,United States
Spyder,2009,editor,2011,0,World
contracts.coffee,2011,pl,2014,0,United States
ICD-10-CM diagnosis,1983,schema,1983,0,Switzerland
OpenSCAD,2010,pl,2017,1781,Norway
Game Maker Language,1999,pl,2022,430,"Scotland, United Kingdom"
SAM file format,2009,textDataFormat,2016,0,World
penrose,2016,pl,2022,0,United States
ToffeeScript,2013,pl,2018,0,China
BlackCoffee,2014,pl,2014,0,The Netherlands
heap.coffee,2012,pl,2012,0,Russia
JRuby,2001,pl,2005,0,Various
MarkovJunior,2022,pl,2022,0,Finland
UberScript,2011,pl,2013,0,United Kingdom
Caffeine,2012,pl,2013,0,Russia
Not Quite C,2017,pl,2022,0,United States
CLIST,1990,pl,2003,0,United States
Context Diff,1981,diffFormat,1981,0,World
tbox-lib,2010,library,2022,0,World
BlitzMax,2014,pl,2022,52,New Zealand
LuaJIT,2005,compiler,2022,0,Germany and Denmark
Edje Data Collection,2010,jsonFormat,2016,0,Various
Objective C++,1993,pl,2018,17925,United States
vyper,2016,pl,2022,1,World
skulpt,2009,pl,2022,0,World
hasklig,2012,font,2022,0,Finland
Speakeasy,2006,pl,2022,0,World
codecept,2015,library,2022,0,Ukraine and India
ooc,2009,pl,2022,126,United States and Germany and Switzerland
Rascal,2013,grammarLanguage,2022,107,The Netherlands
ALEF,1992,pl,2005,0,United States
Message Queuing Telemetry Transport,1999,protocol,2022,0,United States
Neko,2005,pl,2022,0,Unknown
UNITY,1988,pl,2005,0,World
omega,2005,pl,2005,0,United States
BLISS,1969,pl,2003,0,United States
Power BI,2011,application,2011,0,United States
Elvish,2013,pl,2022,0,Unknown
Tableau Software,2003,application,2022,0,World
TiddlyWiki,2004,wikiMarkup,2005,0,World
Google File System,2003,filesystem,2010,0,United States
Lily,2011,pl,2022,0,Unknown
Streem,2014,pl,2022,0,Japan
Nit,2008,pl,2022,26,Canada
m3db,2016,database,2022,0,United States
Blender,1998,application,1998,0,Netherlands
OX,1996,pl,2015,19,United Kingdom
Alpine Abuild,2006,pl,2018,0,World
Slice,2011,pl,2018,20,World
Beatnik,2001,esolang,2001,0,United States
clay,2010,pl,2022,0,Various
Security Assertion Markup Language,2001,xmlFormat,2001,0,World
Perl Data Language,1996,pl,2004,0,Various
Sweet.js,2012,pl,2017,0,United States
HFS Plus,1998,filesystem,2004,0,United States
YoptaScript,2016,pl,2022,0,World
ROFF,1971,textMarkup,2018,12001,United States
HTTP/2,2015,protocol,2015,0,United States
SimCode,1997,pl,2018,0,World
EmberScript,2012,pl,2022,459,Various
walt,2017,pl,2022,0,World
ohm,2014,grammarLanguage,2022,0,Germany and United States
xCard,2011,xmlFormat,2011,0,World
SMIL,1997,pl,2001,0,World
Stripe company,2011,webApi,2011,0,World
gleam,2016,pl,2022,2,United States and United Kingdom
GCC Machine Description,2001,pl,2018,878,United States
Jupyter Notebook,2014,jsonFormat,2016,17210,World
ActiveVFP,2001,pl,2013,0,World
Tree Notation,2017,dataNotation,2023,0,World
TI-BASIC,1970,pl,2004,0,World
FM broadcasting,1950,standard,1950,0,World
Ante,2015,pl,2022,0,World
Atari BASIC,1983,pl,2002,0,United States
UCSD Pascal,1978,pl,2001,0,United States
Applesoft BASIC,1979,pl,2001,0,United States
groff,1990,textMarkup,2022,25686,United States
Cesil,1974,pl,2016,0,United Kingdom
Praat Script,1997,pl,2022,0,The Netherlands
Fibonacci,1991,pl,1991,0,Italy
Whiley,2009,pl,2022,1,World
Shen,2011,pl,2018,16,World
netbeans-editor,2013,editor,2022,0,United States
MVEL,2003,pl,2008,0,Italy and Canada
skip,2018,pl,2022,0,World
AsciiDots,2017,esolang,2022,0,World
ArkScript,2019,pl,2022,0,France
chef,2002,esolang,2002,0,Australia
Melody,2022,pl,2022,0,Israel
SHA-3,2015,hashFunction,2015,0,World
UCL,2013,dataNotation,2022,0,World
chisel,2015,hardwareDescriptionLanguage,2022,0,United States
Brightscript,2010,pl,2015,98,World
verona,2019,pl,2022,0,World
SCSS,2006,stylesheetLanguage,2022,8503,World
Geography Markup Language,2000,xmlFormat,2003,0,United States
MATHLAB,1964,pl,2009,0,United States
Stan,2012,pl,2022,154,World
T,1980,pl,2004,0,United States
IP Pascal,1990,pl,2005,0,United States
Formulating On-Line Calculations in Algebraic Language,1968,pl,2004,0,United States
Epigram,2004,pl,2005,0,United Kingdom
SugarSS,2016,textMarkup,2022,0,World
lmdb,2011,library,2022,0,United States
Cell,2017,pl,2022,0,Various
JOSS,1966,pl,2002,0,United States
ColaScript,2012,pl,2015,0,Georgia
Laravel,2011,framework,2011,0,Various
xlwings-editor,2013,library,2022,0,World
GraphIt,2017,pl,2022,0,United States
Cycript,2008,pl,2022,66,United States
Raku,2019,pl,2022,589,United States
Large-scale Atomic/Molecular Massively Parallel Simulator Format,1995,application,1995,0,United States
Tap code,1941,notation,2005,0,World
Strips,1969,pl,2005,0,World
ROOT,1994,library,2018,0,World
Pure,2008,pl,2008,0,Germany
Committee on Uniform Security Identification Procedures,1968,schema,2004,0,United States
Ch,2003,pl,2018,95,United States
LOGLAN,1982,pl,2001,0,Poland
NetRexx,1996,pl,2007,0,United States
winxed,2009,pl,2018,0,World
Caché Basic,1997,queryLanguage,1997,0,United States
svgbob,2016,textMarkup,2022,0,World
Fancy,2010,pl,2022,113,Germany
PogoScript,2011,pl,2022,12,United Kingdom
rant,2014,pl,2022,0,United States
manhood,2014,pl,2022,0,United States
DokuWiki,2004,wikiMarkup,2022,0,United States and Germany
SMT,2003,pl,2015,149,World
Ezhil,2007,pl,2021,0,United States
Real-time Transport Protocol,1996,protocol,1996,0,World
VML,1998,xmlFormat,2007,0,World
Not eXactly C,2006,pl,2008,0,United States
Mary,1970,pl,2001,0,Norway
zz,2019,pl,2022,0,World
checked-c,2015,pl,2022,0,United States
WebIDL,2012,idl,2015,120,World
Compiler-Compiler,1963,pl,2002,0,World
A-0 system,1951,compiler,2002,0,World
Logtalk,1998,pl,2017,52,Portugal
Mech,2018,pl,2022,0,United States
DOML,2017,dataNotation,2021,0,Australia
Open Data Protcol,2007,protocol,2022,0,United States
storyscript,2017,pl,2022,0,World
Cranelift,2016,ir,2022,0,Various
mun-lang,2019,pl,2022,0,Various
Nexus file,1997,textDataFormat,2006,0,United States
Snowman,2015,decompiler,2022,0,World
Creative Basic,2008,pl,2008,0,World
FreeMarker,2000,template,2015,3564,Various
TI Program,1970,assembly,1970,7,World
Qalb,2012,pl,2022,0,United States
packagist-pm,2011,packageManager,2022,0,The Netherlands and Canada and Germany and Switzerland and Moscow
Hyperscript,2012,template,2022,0,United States
SRecode Template,2000,textMarkup,2018,163,World
Notepad++,2003,editor,2009,0,United States
Observable,2017,pl,2022,0,World
gluon,2014,pl,2022,0,Australia and Sweden
Impala,2012,queryLanguage,2022,0,United States
oil,2016,pl,2022,0,Various
Jargon,1987,pl,1987,0,World
MAXScript,1996,pl,2018,333,United States
Sieve mail filtering language,2008,application,2008,9,World
Common Object File Format,1983,binaryExecutable,2003,0,United States
DOODLE,1992,pl,2002,0,Canada
Esterel,1980,pl,2004,0,France
PL360,1967,pl,2008,0,United States
Pan,2011,pl,2022,150,Various
LoomScript,2013,pl,2014,7,United States
P,2013,pl,2022,0,United States
Luna,2011,pl,2017,0,United Kingdom
Apache Lucene,1999,queryLanguage,2010,0,United States
Property list,2012,textMarkup,2012,0,United States
Pep8,2009,assembly,2022,33,United States
invokator,2004,pl,2022,0,France
GFA BASIC,1986,pl,2004,0,Germany
ActivityPub,2018,protocol,2022,0,United States
Open Shading Language,2008,pl,2022,0,Canada
Stencil,2018,template,2022,0,World
Vigil,2013,esolang,2022,0,World
Umple,2008,pl,2022,0,World
mathics,2012,pl,2022,0,United States
Basis Codec,2019,binaryDataFormat,2022,0,Unknown
OpenEdge ABL,2006,pl,2016,2568,United States
Pandoc,2006,application,2022,0,United States
kitten,2012,pl,2022,0,United States
Spatial,2018,pl,2022,0,World
Type Language,2013,pl,2018,0,World
Shakespeare,2001,pl,2015,0,World
SQL/PSM,1996,pl,2007,0,World
Flutter,2017,framework,2017,0,United States
FP,1977,pl,2004,0,United States
Please Build,2016,pl,2022,0,United Kingdom
desktop,2008,application,2014,0,United States
Windows Registry Entries,1992,application,2015,0,World
MOO,1993,pl,2001,23,Canada
Treelang,1988,pl,2008,0,World
GRASS,1977,pl,2002,0,United States
Programming Language for Business,1972,pl,2003,0,United Kingdom
UBASIC,1991,pl,2005,0,World
Unified Diff,1990,diffFormat,1990,0,World
Almquist shell,1989,pl,2003,0,World
AviSynth,2000,editor,2023,0,The Netherlands
Parrot Assembly,2003,assembly,2003,0,United States
WebP,2010,binaryDataFormat,2010,0,World
TIScript,2007,pl,2007,0,Canada
Hackett,2017,pl,2022,0,United States
Kodu Game Lab,2009,pl,2022,0,United States
XHTML,2000,dataNotation,2000,0,World
Gopher,1991,protocol,2010,0,United States
EXPRESS,2004,dataNotation,2004,0,Switzerland
Arden syntax,1992,dataNotation,1992,0,United States
Stutter,2018,esolang,2020,0,World
ISWIM,1966,pl,2003,0,United Kingdom
ARC processor,1995,isa,2015,0,World
Video Graphics Array,1987,standard,1987,0,World
json-graph-format,2014,jsonFormat,2022,0,United States
Apache Cassandra,2008,database,2022,0,United States
JSON with Comments,2001,dataNotation,2022,0,India
jsil-compiler,2010,compiler,2022,0,United States
Post Office Protocol,1957,protocol,1957,0,United States
Script.NET,2007,pl,2022,0,World
Jolie,2006,pl,2022,16,Italy
bog,2020,pl,2023,0,World
NATURAL,1971,pl,2018,0,Germany
ColdFusion Components,1995,xmlFormat,1995,0,United States
Blockly,2011,library,2014,0,United States
InfiniBand,1999,standard,1999,0,United States
Bun,2021,vm,2022,0,Various
VHDL-AMS,1993,pl,2007,0,World
Fable,2012,pl,2022,0,Various
HeLang,2022,pl,2022,0,China
Txt2tags,2001,textMarkup,2010,0,World
Blade,2011,template,2018,372,United States
RPM Spec,1997,application,2018,0,World
pasukon,2020,grammarLanguage,2022,0,Argentina
Extensible Embeddable Language,2005,pl,2006,0,Sweden
Operational Control Language,1986,pl,2006,0,United States
Sheep,2000,pl,2000,0,World
MATH-MATIC,1957,pl,2003,0,United States
Autodesk Revit,1997,application,1997,0,United States
TECO,1963,pl,2022,0,United States
Handel-C,1996,pl,2006,0,United Kingdom
Turbo Assembler,1989,pl,2004,0,World
souper,2014,optimizingCompiler,2022,0,World
dexvis,2012,application,2022,0,United States
M4Sugar,2003,pl,2003,0,United States
llhd,2016,hardwareDescriptionLanguage,2016,0,United Kingdom
hurl,2020,application,2022,0,France
Opal,1994,pl,2020,10,Germany
EGL,2008,pl,2008,0,World
Touch,2020,textMarkup,2022,0,World
FML,2012,pl,2012,0,United States
C2,2012,pl,2022,0,The Netherlands
VCF,2011,textDataFormat,2015,0,World
Cypher Query Language,2011,queryLanguage,2014,0,Various
Lingo,1988,pl,2004,0,United States
MXML,2004,xmlFormat,2004,0,United States
Hyperscript,2020,pl,2022,0,United States
BQN,2020,pl,2023,0,World
plot,2019,template,2022,0,Poland
asterius-compiler,2017,compiler,2022,0,France and United Kingdom and Cyprus
HL7,1989,pl,2022,0,United States
Smiles,1988,textDataFormat,1988,0,World
ACL2,1990,pl,2002,0,United States
Object Rexx,1988,pl,2022,0,United States
Locomotive BASIC,1984,pl,2003,0,United Kingdom
Quaint,2014,textMarkup,2022,0,Canada
tidyverse,2016,library,2022,0,World
Open Database Connectivity,1990,protocol,1990,0,United States and Canada
SRL,2016,queryLanguage,2022,0,World
XBLite,2001,pl,2008,0,World
PEARL,1977,pl,2005,0,Germany
opam-pm,2012,packageManager,2022,0,Various
SSI,2004,template,2010,0,World
WHOIS,1970,protocol,1970,0,World
Lamdu,2011,pl,2022,0,Israel
lamdu-editor,2011,editor,2022,0,Israel
Jison Lex,2013,pl,2022,0,United States and The Netherlands and Germany
